id,label,p1,p2,p3,p4,p1,p2,p3,p4,,,,,p-sum,,,,,,,,,
050701,,0.7065,3.6503,5.9307,5.7127,0.6308,3.5636,5.3303,5.4755,0.0757,0.0867,0.6004,0.2372,0.7065,3.6503,5.9307,5.7127,,,0.0757,0.0867,0.6004,0.2372
050702,,0.171,1.4129,0.1722,14.2435,0.15,1.3789,0.129,13.3416,0.021,0.034,0.0432,0.9019,0.171,1.4129,0.1722,14.2435,,,0.021,0.034,0.0432,0.9019
050801,,2.8661,2.9492,7.4343,2.7502,2.6725,2.8171,6.9225,2.5877,0.1936,0.1321,0.5118,0.1625,2.8661,2.9492,7.4343,2.7502,,,0.1936,0.1321,0.5118,0.1625
050802,,0.2001,7.0797,0.7986,7.9215,0.1233,6.6198,0.6702,7.5866,0.0768,0.4599,0.1284,0.3349,0.2001,7.0797,0.7986,7.9215,,,0.0768,0.4599,0.1284,0.3349
050803,,0.191,0.487,11.5952,3.7266,0.1328,0.3626,10.8984,3.6061,0.0582,0.1244,0.6968,0.1205,0.191,0.487,11.5952,3.7266,,,0.0582,0.1244,0.6968,0.1205
050901,,1.0671,0.7134,4.5699,9.6498,0.9785,0.3284,4.3798,9.3134,0.0886,0.385,0.1901,0.3364,1.0671,0.7134,4.5699,9.6498,,,0.0886,0.385,0.1901,0.3364
050902,,0.0876,0.305,2.6309,12.9763,0.0837,0.1415,2.5954,12.1792,0.0039,0.1635,0.0355,0.7971,0.0876,0.305,2.6309,12.9763,,,0.0039,0.1635,0.0355,0.7971
051001,,7.8379,1.0571,3.5407,3.5648,7.1287,1.0093,3.4931,3.3695,0.7092,0.0478,0.0476,0.1953,7.8379,1.0571,3.5407,3.5648,,,0.7092,0.0478,0.0476,0.1953
051002,,0.0317,0.0926,15.534,0.3418,0.0262,0.0793,14.5593,0.3353,0.0055,0.0133,0.9747,0.0065,0.0317,0.0926,15.534,0.3418,,,0.0055,0.0133,0.9747,0.0065
051003,,11.2888,0.2525,4.2976,0.1608,10.6515,0.2119,4.0404,0.0959,0.6373,0.0406,0.2572,0.0649,11.2888,0.2525,4.2976,0.1608,,,0.6373,0.0406,0.2572,0.0649
051101,,2.6492,0.2186,0.7149,12.4175,2.4398,0.2066,0.6738,11.6801,0.2094,0.012,0.0411,0.7374,2.6492,0.2186,0.7149,12.4175,,,0.2094,0.012,0.0411,0.7374
051102,,0.4124,13.3794,0.4853,1.7227,0.265,12.6808,0.3749,1.6791,0.1474,0.6986,0.1104,0.0436,0.4124,13.3794,0.4853,1.7227,,,0.1474,0.6986,0.1104,0.0436
051103,,2.2973,0.2787,11.2459,2.1779,2.2512,0.246,10.4436,2.0589,0.0461,0.0327,0.8023,0.119,2.2973,0.2787,11.2459,2.1779,,,0.0461,0.0327,0.8023,0.119
051201,,0.3015,6.0795,9.5656,0.0532,0.2745,5.2656,9.4258,0.0339,0.027,0.8139,0.1398,0.0193,0.3015,6.0795,9.5656,0.0532,,,0.027,0.8139,0.1398,0.0193
051202,,12.2577,0.589,0.4205,2.7327,11.5529,0.4663,0.3796,2.6011,0.7048,0.1227,0.0409,0.1316,12.2577,0.589,0.4205,2.7327,,,0.7048,0.1227,0.0409,0.1316
051301,,0.337,6.3779,1.5289,7.7563,0.3122,5.9304,1.3023,7.4552,0.0248,0.4475,0.2266,0.3011,0.337,6.3779,1.5289,7.7563,,,0.0248,0.4475,0.2266,0.3011
051302,,11.059,1.0355,2.7093,1.1959,10.6927,0.9059,2.4098,0.9913,0.3663,0.1296,0.2995,0.2046,11.059,1.0355,2.7093,1.1959,,,0.3663,0.1296,0.2995,0.2046
051401,,9.3017,0.9274,1.6515,4.1193,9.1711,0.8945,1.5546,3.3796,0.1306,0.0329,0.0969,0.7397,9.3017,0.9274,1.6515,4.1193,,,0.1306,0.0329,0.0969,0.7397
051402,,0.2892,0.7308,14.8965,0.0836,0.1501,0.5752,14.2263,0.0484,0.1391,0.1556,0.6702,0.0352,0.2892,0.7308,14.8965,0.0836,,,0.1391,0.1556,0.6702,0.0352
051501,,0.0931,0.0512,15.7226,0.1328,0.0786,0.0434,14.7672,0.1105,0.0145,0.0078,0.9554,0.0223,0.0931,0.0512,15.7226,0.1328,,,0.0145,0.0078,0.9554,0.0223
051502,,0.0609,15.7021,0.178,0.0587,0.0499,14.7472,0.1533,0.0493,0.011,0.9549,0.0247,0.0094,0.0609,15.7021,0.178,0.0587,,,0.011,0.9549,0.0247,0.0094
051601,,1.2953,0.8995,13.2627,0.5423,1.2544,0.8092,12.4299,0.5063,0.0409,0.0903,0.8328,0.036,1.2953,0.8995,13.2627,0.5423,,,0.0409,0.0903,0.8328,0.036
051602,,5.1328,3.6406,0.8546,6.3718,5.0927,3.2975,0.8356,5.774,0.0401,0.3431,0.019,0.5978,5.1328,3.6406,0.8546,6.3718,,,0.0401,0.3431,0.019,0.5978
051701,,5.0879,8.9692,1.4076,0.5355,4.418,8.8196,1.2739,0.4887,0.6699,0.1496,0.1337,0.0468,5.0879,8.9692,1.4076,0.5355,,,0.6699,0.1496,0.1337,0.0468
051702,,1.1766,10.2348,1.4509,3.1382,1.1696,9.2668,1.4365,3.1276,0.007,0.968,0.0144,0.0106,1.1766,10.2348,1.4509,3.1382,,,0.007,0.968,0.0144,0.0106
051703,,0.1387,0.1192,0.5654,15.1769,0.103,0.0948,0.4632,14.3391,0.0357,0.0244,0.1022,0.8378,0.1387,0.1192,0.5654,15.1769,,,0.0357,0.0244,0.1022,0.8378
051801,,15.464,0.3239,0.063,0.1488,14.5178,0.2987,0.057,0.1262,0.9462,0.0252,0.006,0.0226,15.464,0.3239,0.063,0.1488,,,0.9462,0.0252,0.006,0.0226
051802,,0.0742,13.9505,1.7995,0.1756,0.0692,13.0665,1.7003,0.1638,0.005,0.884,0.0992,0.0118,0.0742,13.9505,1.7995,0.1756,,,0.005,0.884,0.0992,0.0118
051803,,0.3734,15.2801,0.1711,0.1752,0.2793,14.3917,0.1611,0.1677,0.0941,0.8884,0.01,0.0075,0.3734,15.2801,0.1711,0.1752,,,0.0941,0.8884,0.01,0.0075
051901,,1.5727,2.0431,2.0564,10.3276,1.1579,1.9137,1.803,10.1252,0.4148,0.1294,0.2534,0.2024,1.5727,2.0431,2.0564,10.3276,,,0.4148,0.1294,0.2534,0.2024
051902,,0.848,3.5428,9.4229,2.1862,0.8439,3.2925,8.9433,1.9201,0.0041,0.2503,0.4796,0.2661,0.848,3.5428,9.4229,2.1862,,,0.0041,0.2503,0.4796,0.2661
051903,,8.2673,0.8988,4.8223,2.0115,7.6864,0.7929,4.6396,1.881,0.5809,0.1059,0.1827,0.1305,8.2673,0.8988,4.8223,2.0115,,,0.5809,0.1059,0.1827,0.1305
052001,,3.3089,0.0944,0.1992,12.3972,3.2888,0.0837,0.1546,11.4727,0.0201,0.0107,0.0446,0.9245,3.3089,0.0944,0.1992,12.3972,,,0.0201,0.0107,0.0446,0.9245
052002,,0.7628,0.1455,14.9525,0.139,0.7581,0.1403,13.9664,0.135,0.0047,0.0052,0.9861,0.004,0.7628,0.1455,14.9525,0.139,,,0.0047,0.0052,0.9861,0.004
052003,,6.3209,0.5171,8.8024,0.3595,5.5007,0.4933,8.6871,0.3189,0.8202,0.0238,0.1153,0.0406,6.3209,0.5171,8.8024,0.3595,,,0.8202,0.0238,0.1153,0.0406
052101,,0.4675,1.4687,3.9382,10.1256,0.3354,1.3723,3.6687,9.6235,0.1321,0.0964,0.2695,0.5021,0.4675,1.4687,3.9382,10.1256,,,0.1321,0.0964,0.2695,0.5021
052102,,0.3601,0.1317,15.4635,0.0446,0.3345,0.1268,14.5018,0.0368,0.0256,0.0049,0.9617,0.0078,0.3601,0.1317,15.4635,0.0446,,,0.0256,0.0049,0.9617,0.0078
052103,,3.8353,4.1557,6.9752,1.0334,3.6404,3.7949,6.6377,0.9266,0.1949,0.3608,0.3375,0.1068,3.8353,4.1557,6.9752,1.0334,,,0.1949,0.3608,0.3375,0.1068
052201,,1.7308,1.6384,0.8853,11.7454,1.4568,1.345,0.6489,11.5492,0.274,0.2934,0.2364,0.1962,1.7308,1.6384,0.8853,11.7454,,,0.274,0.2934,0.2364,0.1962
052202,,9.3787,3.8685,0.9886,1.7645,9.3064,3.1594,0.8272,1.7072,0.0723,0.7091,0.1614,0.0573,9.3787,3.8685,0.9886,1.7645,,,0.0723,0.7091,0.1614,0.0573
052203,,4.4314,0.2433,0.0919,11.2332,4.3678,0.1955,0.066,10.3706,0.0636,0.0478,0.0259,0.8626,4.4314,0.2433,0.0919,11.2332,,,0.0636,0.0478,0.0259,0.8626
052301,,7.296,7.4351,1.0978,0.1712,6.5454,7.2932,1.0522,0.1092,0.7506,0.1419,0.0456,0.062,7.296,7.4351,1.0978,0.1712,,,0.7506,0.1419,0.0456,0.062
052302,,0.3598,13.5571,1.7354,0.3478,0.3429,12.6218,1.6991,0.3363,0.0169,0.9353,0.0363,0.0115,0.3598,13.5571,1.7354,0.3478,,,0.0169,0.9353,0.0363,0.0115
052303,,6.0574,0.1026,8.407,1.4331,5.2958,0.0763,8.3369,1.2911,0.7616,0.0263,0.0701,0.142,6.0574,0.1026,8.407,1.4331,,,0.7616,0.0263,0.0701,0.142
052401,,1.1208,6.0565,1.7878,7.0349,0.9087,5.8747,1.7483,6.4682,0.2121,0.1818,0.0395,0.5667,1.1208,6.0565,1.7878,7.0349,,,0.2121,0.1818,0.0395,0.5667
052402,,0.199,12.5289,2.9389,0.3336,0.1814,11.8287,2.7483,0.2419,0.0176,0.7002,0.1906,0.0917,0.199,12.5289,2.9389,0.3336,,,0.0176,0.7002,0.1906,0.0917
052403,,2.2113,1.6292,11.5424,0.617,1.8143,1.514,11.1851,0.4864,0.397,0.1152,0.3573,0.1306,2.2113,1.6292,11.5424,0.617,,,0.397,0.1152,0.3573,0.1306
052501,,0.2614,7.1459,3.4684,5.1241,0.2391,7.0171,2.9647,4.7789,0.0223,0.1288,0.5037,0.3452,0.2614,7.1459,3.4684,5.1241,,,0.0223,0.1288,0.5037,0.3452
052502,,1.5054,9.1645,5.1654,0.1645,1.0732,8.8147,5.0212,0.0907,0.4322,0.3498,0.1442,0.0738,1.5054,9.1645,5.1654,0.1645,,,0.4322,0.3498,0.1442,0.0738
052503,,1.7663,3.0821,10.8209,0.3307,1.6741,2.9657,10.1043,0.2558,0.0922,0.1164,0.7166,0.0749,1.7663,3.0821,10.8209,0.3307,,,0.0922,0.1164,0.7166,0.0749
052601,,3.6034,6.5612,1.2299,4.6057,3.4406,6.0122,1.1297,4.4177,0.1628,0.549,0.1002,0.188,3.6034,6.5612,1.2299,4.6057,,,0.1628,0.549,0.1002,0.188
052602,,2.449,1.464,0.6452,11.4416,2.2036,1.3373,0.4222,11.0368,0.2454,0.1267,0.223,0.4048,2.449,1.464,0.6452,11.4416,,,0.2454,0.1267,0.223,0.4048
052701,,0.6176,6.2014,5.9266,3.2545,0.407,5.6721,5.8321,3.0889,0.2106,0.5293,0.0945,0.1656,0.6176,6.2014,5.9266,3.2545,,,0.2106,0.5293,0.0945,0.1656
052702,,4.8454,4.8026,3.3585,2.9934,4.8134,4.2656,2.9516,2.9693,0.032,0.537,0.4069,0.0241,4.8454,4.8026,3.3585,2.9934,,,0.032,0.537,0.4069,0.0241
052801,,0.7068,7.262,7.3551,0.6762,0.678,6.983,6.7953,0.5438,0.0288,0.279,0.5598,0.1324,0.7068,7.262,7.3551,0.6762,,,0.0288,0.279,0.5598,0.1324
052802,,0.0744,14.3842,1.4293,0.112,0.0702,13.4265,1.4076,0.0956,0.0042,0.9577,0.0217,0.0164,0.0744,14.3842,1.4293,0.112,,,0.0042,0.9577,0.0217,0.0164
052803,,0.0933,3.1391,4.6151,8.1524,0.0911,3.0454,4.5894,7.274,0.0022,0.0937,0.0257,0.8784,0.0933,3.1391,4.6151,8.1524,,,0.0022,0.0937,0.0257,0.8784
052901,,0.2503,0.2504,0.2278,15.2715,0.244,0.2446,0.2202,14.2912,0.0063,0.0058,0.0076,0.9803,0.2503,0.2504,0.2278,15.2715,,,0.0063,0.0058,0.0076,0.9803
052902,,0.668,0.9296,13.7588,0.6435,0.4965,0.8179,13.1195,0.566,0.1715,0.1117,0.6393,0.0775,0.668,0.9296,13.7588,0.6435,,,0.1715,0.1117,0.6393,0.0775
052903,,0.5302,3.9743,0.1738,11.3216,0.3841,3.9537,0.1628,10.4993,0.1461,0.0206,0.011,0.8223,0.5302,3.9743,0.1738,11.3216,,,0.1461,0.0206,0.011,0.8223
053001,,0.4599,2.8353,6.8769,5.8281,0.321,2.5234,6.5508,5.605,0.1389,0.3119,0.3261,0.2231,0.4599,2.8353,6.8769,5.8281,,,0.1389,0.3119,0.3261,0.2231
053002,,1.0722,2.2955,12.181,0.4519,0.9212,2.1986,11.4867,0.3941,0.151,0.0969,0.6943,0.0578,1.0722,2.2955,12.181,0.4519,,,0.151,0.0969,0.6943,0.0578
053003,,2.3743,13.4575,0.0112,0.1571,2.22,12.651,0.0107,0.1185,0.1543,0.8065,0.0005,0.0386,2.3743,13.4575,0.0112,0.1571,,,0.1543,0.8065,0.0005,0.0386
053101,,0.0808,0.0599,15.7465,0.1127,0.0668,0.0499,14.7885,0.0947,0.014,0.01,0.958,0.018,0.0808,0.0599,15.7465,0.1127,,,0.014,0.01,0.958,0.018
053102,,0.2792,7.7731,7.0185,0.9292,0.1649,7.3535,6.7752,0.7065,0.1143,0.4196,0.2433,0.2227,0.2792,7.7731,7.0185,0.9292,,,0.1143,0.4196,0.2433,0.2227
053103,,0.0162,0.6139,15.2495,0.1204,0.0131,0.2955,14.5804,0.111,0.0031,0.3184,0.6691,0.0094,0.0162,0.6139,15.2495,0.1204,,,0.0031,0.3184,0.6691,0.0094
053201,,1.949,2.9723,7.9741,3.1048,1.8522,2.7953,7.4816,2.8711,0.0968,0.177,0.4925,0.2337,1.949,2.9723,7.9741,3.1048,,,0.0968,0.177,0.4925,0.2337
053202,,5.5032,4.6237,1.7843,4.0887,5.3716,4.3515,1.5655,3.7112,0.1316,0.2722,0.2188,0.3775,5.5032,4.6237,1.7843,4.0887,,,0.1316,0.2722,0.2188,0.3775
053203,,3.6597,4.0686,2.4209,5.8506,3.4435,3.8581,2.1395,5.5587,0.2162,0.2105,0.2814,0.2919,3.6597,4.0686,2.4209,5.8506,,,0.2162,0.2105,0.2814,0.2919
053301,,8.1343,2.6629,3.2692,1.9342,7.9952,2.6104,2.9394,1.4555,0.1391,0.0525,0.3298,0.4787,8.1343,2.6629,3.2692,1.9342,,,0.1391,0.0525,0.3298,0.4787
053302,,1.7089,0.1618,0.1693,13.96,1.6321,0.1429,0.1514,13.0737,0.0768,0.0189,0.0179,0.8863,1.7089,0.1618,0.1693,13.96,,,0.0768,0.0189,0.0179,0.8863
053303,,0.0378,7.1985,8.6102,0.1535,0.0296,6.8929,7.9274,0.15,0.0082,0.3056,0.6828,0.0035,0.0378,7.1985,8.6102,0.1535,,,0.0082,0.3056,0.6828,0.0035
053401,,0.4378,9.6976,1.6978,4.1667,0.4237,9.1994,1.5898,3.787,0.0141,0.4982,0.108,0.3797,0.4378,9.6976,1.6978,4.1667,,,0.0141,0.4982,0.108,0.3797
053402,,2.8146,2.3014,1.6711,9.213,2.6257,2.1828,1.2866,8.9051,0.1889,0.1186,0.3845,0.3079,2.8146,2.3014,1.6711,9.213,,,0.1889,0.1186,0.3845,0.3079
053403,,2.4155,1.6248,11.2091,0.7504,2.1471,1.3881,10.9202,0.5443,0.2684,0.2367,0.2889,0.2061,2.4155,1.6248,11.2091,0.7504,,,0.2684,0.2367,0.2889,0.2061
053501,,0.6056,0.3943,0.5439,14.4562,0.4538,0.2474,0.3217,13.9771,0.1518,0.1469,0.2222,0.4791,0.6056,0.3943,0.5439,14.4562,,,0.1518,0.1469,0.2222,0.4791
053502,,1.9831,13.1542,0.4709,0.392,1.6675,12.5192,0.4477,0.3658,0.3156,0.635,0.0232,0.0262,1.9831,13.1542,0.4709,0.392,,,0.3156,0.635,0.0232,0.0262
053601,,6.605,0.3544,6.6116,2.429,6.135,0.3394,6.1982,2.3273,0.47,0.015,0.4134,0.1017,6.605,0.3544,6.6116,2.429,,,0.47,0.015,0.4134,0.1017
053602,,3.6081,0.2726,5.1611,6.9582,3.2957,0.2323,4.6823,6.7896,0.3124,0.0403,0.4788,0.1686,3.6081,0.2726,5.1611,6.9582,,,0.3124,0.0403,0.4788,0.1686
053603,,13.5781,1.7964,0.4674,0.1582,12.7989,1.6389,0.4202,0.1421,0.7792,0.1575,0.0472,0.0161,13.5781,1.7964,0.4674,0.1582,,,0.7792,0.1575,0.0472,0.0161
053701,,0.0723,0.3988,7.6852,7.8437,0.0528,0.3926,6.9533,7.6014,0.0195,0.0062,0.7319,0.2423,0.0723,0.3988,7.6852,7.8437,,,0.0195,0.0062,0.7319,0.2423
053702,,0.1956,0.1675,13.5534,2.0834,0.1276,0.1093,12.8988,1.8641,0.068,0.0582,0.6546,0.2193,0.1956,0.1675,13.5534,2.0834,,,0.068,0.0582,0.6546,0.2193
053703,,10.0227,0.7622,5.0682,0.1469,9.6886,0.7138,4.4718,0.1258,0.3341,0.0484,0.5964,0.0211,10.0227,0.7622,5.0682,0.1469,,,0.3341,0.0484,0.5964,0.0211
053801,,3.2997,10.4594,0.2112,2.0299,3.1934,9.6133,0.1927,2.0008,0.1063,0.8461,0.0185,0.0291,3.2997,10.4594,0.2112,2.0299,,,0.1063,0.8461,0.0185,0.0291
053802,,1.1531,2.838,4.2935,7.7153,0.965,2.6264,4.1517,7.2568,0.1881,0.2116,0.1418,0.4585,1.1531,2.838,4.2935,7.7153,,,0.1881,0.2116,0.1418,0.4585
053901,,0.2579,0.2245,15.182,0.3359,0.2418,0.1766,14.2881,0.2938,0.0161,0.0479,0.8939,0.0421,0.2579,0.2245,15.182,0.3359,,,0.0161,0.0479,0.8939,0.0421
053902,,0.8925,13.9826,0.7366,0.3881,0.862,13.0493,0.716,0.3726,0.0305,0.9333,0.0206,0.0155,0.8925,13.9826,0.7366,0.3881,,,0.0305,0.9333,0.0206,0.0155
053903,,0.1802,0.2237,0.2608,15.3354,0.1247,0.1922,0.1783,14.5048,0.0555,0.0315,0.0825,0.8306,0.1802,0.2237,0.2608,15.3354,,,0.0555,0.0315,0.0825,0.8306
054001,,1.2678,9.511,2.2611,2.9602,1.0898,9.0639,2.0211,2.8253,0.178,0.4471,0.24,0.1349,1.2678,9.511,2.2611,2.9602,,,0.178,0.4471,0.24,0.1349
054002,,1.0756,8.9718,4.9533,0.9993,0.7067,8.8751,4.5661,0.8522,0.3689,0.0967,0.3872,0.1471,1.0756,8.9718,4.9533,0.9993,,,0.3689,0.0967,0.3872,0.1471
054003,,0.0725,0.1201,0.1383,15.6691,0.0692,0.118,0.1316,14.6812,0.0033,0.0021,0.0067,0.9879,0.0725,0.1201,0.1383,15.6691,,,0.0033,0.0021,0.0067,0.9879
054101,,0.5818,0.3079,1.279,13.8311,0.4117,0.1658,1.2111,13.2112,0.1701,0.1421,0.0679,0.6199,0.5818,0.3079,1.279,13.8311,,,0.1701,0.1421,0.0679,0.6199
054102,,6.1642,4.9722,4.6161,0.2477,5.9185,4.5673,4.2738,0.2407,0.2457,0.4049,0.3423,0.007,6.1642,4.9722,4.6161,0.2477,,,0.2457,0.4049,0.3423,0.007
054103,,0.5791,8.4715,0.1262,6.8226,0.548,7.5185,0.1194,6.8135,0.0311,0.953,0.0068,0.0091,0.5791,8.4715,0.1262,6.8226,,,0.0311,0.953,0.0068,0.0091
054201,,0.1486,0.7193,14.8463,0.2859,0.1028,0.6843,13.9594,0.2536,0.0458,0.035,0.8869,0.0323,0.1486,0.7193,14.8463,0.2859,,,0.0458,0.035,0.8869,0.0323
054202,,14.8428,0.1963,0.9143,0.0466,13.8613,0.1884,0.9103,0.04,0.9815,0.0079,0.004,0.0066,14.8428,0.1963,0.9143,0.0466,,,0.9815,0.0079,0.004,0.0066
054203,,0.0761,0.2319,15.6517,0.0401,0.0648,0.2184,14.6822,0.0344,0.0113,0.0135,0.9695,0.0057,0.0761,0.2319,15.6517,0.0401,,,0.0113,0.0135,0.9695,0.0057
054301,,3.4,0.8493,1.7851,9.9657,3.3344,0.6978,1.4255,9.5424,0.0656,0.1515,0.3596,0.4233,3.4,0.8493,1.7851,9.9657,,,0.0656,0.1515,0.3596,0.4233
054302,,15.2862,0.5744,0.0634,0.0761,14.3988,0.4823,0.0542,0.0648,0.8874,0.0921,0.0092,0.0113,15.2862,0.5744,0.0634,0.0761,,,0.8874,0.0921,0.0092,0.0113
054303,,13.6167,0.8578,0.1862,1.3393,12.6915,0.8281,0.173,1.3074,0.9252,0.0297,0.0132,0.0319,13.6167,0.8578,0.1862,1.3393,,,0.9252,0.0297,0.0132,0.0319
054401,,1.8346,1.6266,4.353,8.186,1.6423,1.5554,3.7136,8.0888,0.1923,0.0712,0.6394,0.0972,1.8346,1.6266,4.353,8.186,,,0.1923,0.0712,0.6394,0.0972
054402,,0.2197,0.8539,0.5223,14.4042,0.2046,0.8369,0.4375,13.5211,0.0151,0.017,0.0848,0.8831,0.2197,0.8539,0.5223,14.4042,,,0.0151,0.017,0.0848,0.8831
054403,,0.2825,6.8004,7.18,1.7369,0.2521,5.9881,7.0893,1.6704,0.0304,0.8123,0.0907,0.0665,0.2825,6.8004,7.18,1.7369,,,0.0304,0.8123,0.0907,0.0665
054501,,0.0292,0.1108,0.2511,15.6091,0.0275,0.1046,0.2292,14.6389,0.0017,0.0062,0.0219,0.9702,0.0292,0.1108,0.2511,15.6091,,,0.0017,0.0062,0.0219,0.9702
054502,,0.0605,0.1183,13.1329,2.6882,0.0522,0.0991,12.8847,1.964,0.0083,0.0192,0.2482,0.7242,0.0605,0.1183,13.1329,2.6882,,,0.0083,0.0192,0.2482,0.7242
054503,,0.2439,1.6125,0.733,13.4106,0.2318,1.314,0.6879,12.7663,0.0121,0.2985,0.0451,0.6443,0.2439,1.6125,0.733,13.4106,,,0.0121,0.2985,0.0451,0.6443
054504,,0.316,1.2573,0.4088,14.0179,0.302,1.0861,0.1993,13.4125,0.014,0.1712,0.2095,0.6054,0.316,1.2573,0.4088,14.0179,,,0.014,0.1712,0.2095,0.6054
054601,,4.0742,7.6882,2.1099,2.1277,3.8694,7.4748,1.868,1.7878,0.2048,0.2134,0.2419,0.3399,4.0742,7.6882,2.1099,2.1277,,,0.2048,0.2134,0.2419,0.3399
054602,,0.9517,2.7237,11.8918,0.4327,0.9074,2.7131,10.9811,0.3983,0.0443,0.0106,0.9107,0.0344,0.9517,2.7237,11.8918,0.4327,,,0.0443,0.0106,0.9107,0.0344
054701,,0.0367,14.679,1.127,0.1571,0.0317,13.7205,1.1054,0.1422,0.005,0.9585,0.0216,0.0149,0.0367,14.679,1.127,0.1571,,,0.005,0.9585,0.0216,0.0149
054702,,0.1635,0.2506,0.1983,15.3874,0.0828,0.1703,0.126,14.6208,0.0807,0.0803,0.0723,0.7666,0.1635,0.2506,0.1983,15.3874,,,0.0807,0.0803,0.0723,0.7666
054703,,0.0906,0.1048,15.5924,0.2121,0.0859,0.1001,14.6429,0.171,0.0047,0.0047,0.9495,0.0411,0.0906,0.1048,15.5924,0.2121,,,0.0047,0.0047,0.9495,0.0411
054801,,0.6664,6.9895,7.4468,0.8965,0.6401,6.4804,7.0726,0.8062,0.0263,0.5091,0.3742,0.0903,0.6664,6.9895,7.4468,0.8965,,,0.0263,0.5091,0.3742,0.0903
054802,,0.6852,2.2744,8.5077,4.5328,0.6707,2.252,7.5709,4.5065,0.0145,0.0224,0.9368,0.0263,0.6852,2.2744,8.5077,4.5328,,,0.0145,0.0224,0.9368,0.0263
054803,,5.839,0.5717,3.4765,6.1129,5.0885,0.4937,3.3512,6.0666,0.7505,0.078,0.1253,0.0463,5.839,0.5717,3.4765,6.1129,,,0.7505,0.078,0.1253,0.0463
054804,,0.8141,0.1807,14.6854,0.3195,0.7868,0.1662,13.9663,0.0805,0.0273,0.0145,0.7191,0.239,0.8141,0.1807,14.6854,0.3195,,,0.0273,0.0145,0.7191,0.239
054805,,4.3013,6.9704,0.3005,4.428,4.171,6.7272,0.1663,3.9357,0.1303,0.2432,0.1342,0.4923,4.3013,6.9704,0.3005,4.428,,,0.1303,0.2432,0.1342,0.4923
054901,,4.9581,3.8191,1.354,5.8691,4.6858,3.2776,1.3311,5.7058,0.2723,0.5415,0.0229,0.1633,4.9581,3.8191,1.354,5.8691,,,0.2723,0.5415,0.0229,0.1633
054902,,0.5389,13.9503,0.355,1.1559,0.4538,13.1781,0.3021,1.0662,0.0851,0.7722,0.0529,0.0897,0.5389,13.9503,0.355,1.1559,,,0.0851,0.7722,0.0529,0.0897
054903,,13.1614,0.8949,1.0348,0.9093,12.6889,0.6887,0.8014,0.8214,0.4725,0.2062,0.2334,0.0879,13.1614,0.8949,1.0348,0.9093,,,0.4725,0.2062,0.2334,0.0879
055001,,0.3462,15.5502,0.0576,0.0457,0.3389,14.5703,0.0511,0.0395,0.0073,0.9799,0.0065,0.0062,0.3462,15.5502,0.0576,0.0457,,,0.0073,0.9799,0.0065,0.0062
055002,,0.6116,0.2687,12.8701,2.2497,0.4277,0.2369,12.1634,2.1721,0.1839,0.0318,0.7067,0.0776,0.6116,0.2687,12.8701,2.2497,,,0.1839,0.0318,0.7067,0.0776
055101,,9.4757,1.2362,0.4435,4.8446,8.563,1.2075,0.4365,4.7929,0.9127,0.0287,0.007,0.0517,9.4757,1.2362,0.4435,4.8446,,,0.9127,0.0287,0.007,0.0517
055102,,0.1112,8.5235,7.2578,0.1074,0.0975,7.6998,7.1063,0.0962,0.0137,0.8237,0.1515,0.0112,0.1112,8.5235,7.2578,0.1074,,,0.0137,0.8237,0.1515,0.0112
055103,,7.0566,3.2649,4.8803,0.7983,6.8321,3.1559,4.3658,0.6463,0.2245,0.109,0.5145,0.152,7.0566,3.2649,4.8803,0.7983,,,0.2245,0.109,0.5145,0.152
055201,,0.8,0.5214,0.6424,14.0361,0.7715,0.4752,0.4957,13.2576,0.0285,0.0462,0.1467,0.7785,0.8,0.5214,0.6424,14.0361,,,0.0285,0.0462,0.1467,0.7785
055202,,11.846,1.847,2.1589,0.148,11.3936,1.4604,2.0224,0.1235,0.4524,0.3866,0.1365,0.0245,11.846,1.847,2.1589,0.148,,,0.4524,0.3866,0.1365,0.0245
055203,,10.89,2.1163,1.3936,1.6,10.6448,1.8546,1.193,1.3075,0.2452,0.2617,0.2006,0.2925,10.89,2.1163,1.3936,1.6,,,0.2452,0.2617,0.2006,0.2925
055301,,0.6625,0.492,1.4919,13.3538,0.631,0.4416,1.0526,12.875,0.0315,0.0504,0.4393,0.4788,0.6625,0.492,1.4919,13.3538,,,0.0315,0.0504,0.4393,0.4788
055302,,0.0211,5.2331,9.6217,1.1241,0.0183,4.8436,9.0818,1.0563,0.0028,0.3895,0.5399,0.0678,0.0211,5.2331,9.6217,1.1241,,,0.0028,0.3895,0.5399,0.0678
055303,,0.8066,1.9513,2.9493,10.2929,0.6855,1.5537,2.7773,9.9835,0.1211,0.3976,0.172,0.3094,0.8066,1.9513,2.9493,10.2929,,,0.1211,0.3976,0.172,0.3094
055401,,4.1777,0.356,8.9545,2.512,3.7608,0.3141,8.5005,2.4248,0.4169,0.0419,0.454,0.0872,4.1777,0.356,8.9545,2.512,,,0.4169,0.0419,0.454,0.0872
055402,,1.7784,11.7565,1.2675,1.1973,1.7163,10.8889,1.2398,1.1547,0.0621,0.8676,0.0277,0.0426,1.7784,11.7565,1.2675,1.1973,,,0.0621,0.8676,0.0277,0.0426
055403,,0.0364,9.2064,0.2509,6.5063,0.0334,8.8086,0.2423,5.9157,0.003,0.3978,0.0086,0.5906,0.0364,9.2064,0.2509,6.5063,,,0.003,0.3978,0.0086,0.5906
